Course Title	Rating	Level	Schedule	What you will learn	Skill gain	Modules	Instructor	Offered By	Keyword	Course Url	Duration to complete (Approx.)	Number of Review
Introduction to Data Analytics for Business	4.7	Beginner level	Flexible schedule	Describe the information lifecycle from events in the real world to business actions Recognize the types of events and characteristics that are often used in business analyticsExplain how the data is captured by source systems and stored using both traditional and emergent technologiesGain familiarity with relational databases and learn how to use a simple but powerful language called SQL to extract analytical data sets of interest	Data Model, Data Quality, Data Analysis, SQL	Data and Analysis in the Real World, Analytical Tools, Data Extraction Using SQL, Real World Analytical Organizations	David Torgerson	University of Colorado Boulder	Business	https://www.coursera.org/learn/data-analytics-business	11.0	3105
Leading a Family Business Specialization	0.0	Advanced level	Flexible schedule	Develop strategies for entrepreneurship and transgenerational innovationSkills for leading and orchestrating synergies of the entrepreneurial business family members	Identify basic concepts of innovative entrepreneurship to innovate and create value in the company, Determine strategies and tools that entrepreneurs and startups use to develop and undertake innovations, Explain how entrepreneurs can go from an idea to a product and scale it, Analyze innovation initiatives within the organization	Entrepreneurial Mindset, Leadership in the Family Business, Fundamentals of entrepreneurship in the family business	David S. Xotlanihua-González,  Luis Antonio Marquez Heine, Dr. Fernando  Sandoval Arzaga, Fernando Andrés Moya Dávila	Tecnológico de Monterrey	Business	https://www.coursera.org/specializations/leading-family-business	80.0	0
Innovating with the Business Model Canvas	4.6	Beginner level	Flexible schedule	How to create an explicit view of a company or product strategy in 20 minutes (with a little practice!)How to apply innovation tools from the worlds of design thinking and Lean Startup to your business model designHow to use the Canvas to organize ideas and have better discussions by driving to specifics and linkages between key business drivers    How to apply a test-driven approach to business model innovation  	Business Model, Product Management, Product/Market Fit, business focus, corporate innovation	Focusing for Profitability and Growth, How do you focus your capabilities and organization to maximize profitability?	Alex Cowan	University of Virginia	Business	https://www.coursera.org/learn/uva-darden-innovation-business-model-canvas	3.0	259
Foundations of Business Intelligence	4.7	Advanced level	Flexible schedule	Understand common careers and industries that use BIInvestigate the impact data can have on business decision-makingExplain the important role that BI professionals have in businessesDevelop a BI project plan 	Business Processes and Requirements, Sharing Insights With Stakeholders, Stakeholder Management, Cross-Functional Team Dynamics, Asking Effective Questions	Data-driven results through business intelligence, Business intelligence tools and techniques, Context is crucial for purposeful insights, Course 1 end-of-course project	Google Career Certificates	Google	Business	https://www.coursera.org/learn/foundations-of-business-intelligence	31.0	828
Business Intelligence and Competitive Analysis	4.4	Beginner level	Flexible schedule	Industry analysis: the market potential, risk and competition intensity, value chain analysis.Competition positioning: where does the company stand in the competitive landscape? Abnormalities and alarms.Enterprise diagnosis: competitive strengths and weaknesses, performance drivers and levers, the key problems and causes.	Business Intelligence, Data Analysis, Benchmarking, Competitive Analysis, Management Consulting	Welcome!, Industry Analysis, Competition Positioning, Enterprise Diagnosis	Yao Zhao	Rutgers the State University of New Jersey	Business	https://www.coursera.org/learn/businessintelligence	10.0	210
Meta Marketing Analytics Professional Certificate	4.7	Beginner level	Flexible schedule	Collect, sort, evaluate, and visualize marketing dataSummarize and analyze data using marketing analytics methodsDesign experiments and test hypotheses to evaluate advertising effectivenessUse Meta Ads Manager to run tests, learn what works, and optimize ad performance 	Statistics for Marketing, Performance marketing, Data Analysis, Advertising Effectiveness Evaluation, Marketing Mix Optimization	Marketing Analytics Foundation, Introduction to Data Analytics, Data Analysis with Spreadsheets and SQL, Python Data Analytics, Statistics for Marketing, Data Analytics Methods for Marketing, Marketing Analytics with Meta, Meta Marketing Science Certification Exam	Brandon Larkin, Anke Audenaert, Cameron Dodd, Victor Geislinger	Meta	Business	https://www.coursera.org/professional-certificates/facebook-marketing-analytics	280.0	2018
 Market your new business with Canva	4.7	Intermediate level	Hands-on learning	Design a company logo with CanvaCreate and design a business card using a Canva templateCreate a business flyer with Canva	Advertising, Business, Marketing, Graphic Design	Learn step-by-step	Michelle Flores	Coursera Project Network	Business	https://www.coursera.org/projects/market-new-business-canva	2.0	24
Regulatory Compliance Specialization	4.8	Intermediate level	Flexible schedule	Create a thorough risk profile for your organization.Tailor a comprehensive compliance program with features best suited to address your organization’s specific risk profile.Develop strategies for implementing the technologies, policies, monitoring, and training for building an effective privacy compliance program.Describe the factors that drive the need for anti-corruption laws and understand the ramifications of doing business in a highly-regulated world.	Risk Management, Compliance, Human Resources Management, Business Strategy	What is Compliance?, Effective Compliance Programs, Privacy Law and Data Protection, What is Corruption: Anti-Corruption and Compliance	Andrew Kandel, Lauren Steinfeld	University of Pennsylvania	Business	https://www.coursera.org/specializations/regulatory-compliance	40.0	1999
Introduction to Business Analytics and Information Economics Specialization	4.7	Beginner level	Flexible schedule	Conceive new ways to leverage analytics to business problems. Know what makes an analytics project successful. Be aware of key analytics trends.Understand and apply methods for conceiving and generating broad-based and transformative business benefits from available information assets.Lay out new and emerging organizational roles for treating information as an actual business asset.Understand business models from a data perspective and apply a variety of techniques for identifying new data-driven value streams for a business.	Monetization, Infonomics, Business Analytics, Asset Management, Enterprise Information Management	Business Analytics Executive Overview, Infonomics I: Business Information Economics and Data Monetization, Infonomics II: Business Information Management and Measurement	Douglas B. Laney	University of Illinois at Urbana-Champaign	Business	https://www.coursera.org/specializations/analytics-information	40.0	46
Child Care as a Business	0.0	Beginner level	Flexible schedule	You’ll learn the basics of operating a quality and nurturing home-based child care center as a business.      	Not specified	Introduction: Family Policy Handbook Project, Introduction to a Home-Based Child Care Program, Bookkeeping Basics, Childcare Contracts, Rate Setting and Invoice Processing, Project Assessment: Family Policy Handbook, Including a Business Plan	Jenniffer Bleakley	The State University of New York	Business	https://www.coursera.org/learn/childcare-as-a-business	12.0	0
